;inn;year;capital;Cancel_date;ROA;Z_A
4801;5009081807;2013;10000.0;;-0.0259;0.5172078289399253
13465;5009081807;2014;10000.0;;-0.0103;0.19805817369665005
65450;5009081807;2015;10000.0;;0.032;0.7558361340721228
74114;5009081807;2016;10000.0;;-0.0452;0.8408779709445795
82778;5009081807;2017;10000.0;;0.0062;0.7993473353872459
91442;5009081807;2018;10000.0;;0.0133;0.6858207875543603
100106;5009081807;2019;10000.0;;0.0037;0.8086507485313625
3666;5009088094;2013;;;0.6005;0.38659387321807703
12330;5009088094;2014;;;0.1043;0.035521619625861506
64315;5009088094;2015;;;0.0014;0.00017748153699011034
72979;5009088094;2016;;;0.0002;0.02032445638410392
81643;5009088094;2017;;;0.0004;0.2751615486901142
98971;5009088094;2019;1000000.0;;0.0084;0.185680333239569
11494;5009088111;2014;10000.0;;-0.015;0.13928946706806858
63478;5009088111;2015;;;0.0001;0.2360790757991229
89470;5009088111;2018;10000.0;;0.0001;0.20899393513914077
98134;5009088111;2019;10000.0;;-0.0016;0.3102554883607566
92994;5009113921;2018;823045000.0;;-0.0422;0.031383971340318645
101658;5009113921;2019;823045000.0;;-0.0671;0.07204824456555584
18023;5010004740;2008;7000.0;;0.0059;0.5209835237077265
26687;5010004740;2009;7000.0;;0.002;0.4923888620218269
35351;5010004740;2010;200000.0;;0.0348;0.7397641442509117
44015;5010004740;2011;200000.0;;0.019;0.8414041903704732
52679;5010004740;2012;200000.0;;0.0641;0.895332924088915
695;5010004740;2013;200000.0;;0.029;0.8528774200083569
9359;5010004740;2014;200000.0;;0.0202;0.46220716611744816
61343;5010004740;2015;200000.0;;-0.0005;0.2858549845744359
70007;5010004740;2016;200000.0;;0.0067;0.025880238884604053
78671;5010004740;2017;200000.0;;0.002;0.1694352238920191
87335;5010004740;2018;200000.0;;0.0017;0.06745120330611523
95999;5010004740;2019;200000.0;;0.0007;0.013421270908214347
19682;5010018447;2008;450000.0;;0.0427;0.11250238845896628
28346;5010018447;2009;450000.0;;0.0076;0.3506005473702123
45674;5010018447;2011;450000.0;;0.1007;0.21181526163503506
54338;5010018447;2012;;;0.2206;0.312848747752257
2354;5010018447;2013;;;0.0647;0.15213749557037468
11018;5010018447;2014;;;-0.0034;0.2372224691310313
63003;5010018447;2015;450000.0;;-0.0232;0.21812054050640906
71667;5010018447;2016;450000.0;;-0.0454;0.019714439333293508
80331;5010018447;2017;450000.0;;0.1019;0.015637427778194643
88995;5010018447;2018;450000.0;;0.2249;0.22588180118977422
97659;5010018447;2019;450000.0;;0.0981;0.7470085665799068
19681;5010022468;2008;10000.0;;0.065;0.030453167497733455
28345;5010022468;2009;10000.0;;0.0214;0.038019185783329135
37009;5010022468;2010;10000.0;;-0.0139;0.0569940026750658
45673;5010022468;2011;10000.0;;0.0118;0.033415219626180145
80330;5010022468;2017;10000.0;;-0.1371;0.33196495312787205
88994;5010022468;2018;10000.0;;-0.1871;0.6900325996993396
97658;5010022468;2019;10000.0;;-0.0052;0.6863949250911054
24234;5010031279;2008;8000.0;;0.245;0.041985061698721585
32898;5010031279;2009;10000.0;;0.282;0.20377065361500318
41562;5010031279;2010;10000.0;;0.2277;0.4150125588083429
50226;5010031279;2011;10000.0;;0.0273;0.5467590134495784
58890;5010031279;2012;10000.0;;0.0612;0.44255484404510453
6906;5010031279;2013;10000.0;;0.0272;0.704671076254741
15570;5010031279;2014;10000.0;;0.0802;0.5441814423025954
67553;5010031279;2015;10000.0;;0.1152;0.5124025414602628
76217;5010031279;2016;10000.0;;0.0168;0.2197955841823012
84881;5010031279;2017;10000.0;;-0.063;0.2599027675748847
93545;5010031279;2018;10000.0;;-0.1211;0.16805416871000714
102209;5010031279;2019;10000.0;;-0.1137;0.12266094726971262
8483;5010031695;2013;;;0.0042;0.08006230529595015
17147;5010031695;2014;;;-0.0036;0.11008297161979012
69131;5010031695;2015;;;-0.0095;0.15442932864635953
77795;5010031695;2016;;;0.0001;0.11517812968937191
86459;5010031695;2017;;;-0.0009;0.07939716599911698
95123;5010031695;2018;;;-0.1362;0.05414034649617906
103787;5010031695;2019;;;-0.0741;0.4417258253497829
2453;5010033452;2013;;;-0.045;0.1809512597127384
11117;5010033452;2014;12000.0;;0.1798;0.2898103220114689
63101;5010033452;2015;12000.0;;-0.0943;0.029126620181334672
71765;5010033452;2016;12000.0;;0.2436;0.2577195100914266
80429;5010033452;2017;2502000.0;;-0.0117;0.07677333333333333
89093;5010033452;2018;2502000.0;;-0.0603;0.02813770325203252
97757;5010033452;2019;2502000.0;;0.3523;0.19093969555035128
19636;5010033967;2008;100000.0;;-0.6063;1.2150581836579812
28300;5010033967;2009;100000.0;;-0.2173;0.5121306984934455
10972;5010033967;2014;100000.0;;-0.007;0.07814081436690629
62957;5010033967;2015;100000.0;;-0.0045;0.09728788350192367
71621;5010033967;2016;100000.0;;-0.0454;0.13039933871105663
2378;5010045708;2013;;;-0.0628;0.673614466146732
11042;5010045708;2014;;;-0.0798;0.9387615283267458
63027;5010045708;2015;;;0.0022;0.15074306044546568
80355;5010045708;2017;;;0.0833;0.05595837243026529
89019;5010045708;2018;;;0.0907;0.059192712159694384
97683;5010045708;2019;20000.0;;0.0129;0.07549434582096153
81825;5010051758;2017;40000000.0;;0.001;0.15210990064885438
99153;5010051758;2019;40000000.0;;-0.0374;0.8909408610498639
19324;5011025655;2008;10000.0;;0.0012;0.0007208099892716652
27988;5011025655;2009;10000.0;;0.0009;0.39989612986110296
36652;5011025655;2010;10000.0;;0.0052;0.517911441892792
45316;5011025655;2011;10000.0;;0.0076;0.7288307357712759
53980;5011025655;2012;10000.0;;0.0089;0.8389764756998324
1996;5011025655;2013;10000.0;;0.0026;0.7904421884198027
10660;5011025655;2014;10000.0;;0.0034;0.8399568105158426
62645;5011025655;2015;10000.0;;0.0171;0.7069633272727064
71309;5011025655;2016;10000.0;;0.0034;0.665572888930656
79973;5011025655;2017;10000.0;;0.0002;0.6939207287034651
97301;5011025655;2019;2510000.0;;0.0001;0.7436096884470497
60157;5011032451;2012;10000.0;;0.0027;0.27765064132139894
8173;5011032451;2013;10000.0;;0.0022;0.15681684425041503
16837;5011032451;2014;10000.0;;0.001;0.1399408993614778
68821;5011032451;2015;10000.0;;0.0014;0.3123561374619171
77485;5011032451;2016;10000.0;;0.0008;0.27762767725833415
86149;5011032451;2017;10000.0;;0.0005;0.3001781653924217
94813;5011032451;2018;40000000.0;;0.0001;0.09032988426728401
23469;5012017939;2008;9000.0;;0.001;0.9344157736330422
32133;5012017939;2009;9000.0;;-0.0057;0.9166443094604232
40797;5012017939;2010;17000.0;;-0.0007;0.9187570791518483
49461;5012017939;2011;17000.0;;0.0035;0.8445359968552836
58125;5012017939;2012;17000.0;;0.0072;0.07623173325497828
6141;5012017939;2013;17000.0;;0.0003;0.12554656967070388
66788;5012017939;2015;17000.0;;0.0079;0.22034151167599314
75452;5012017939;2016;17000.0;;0.0494;0.1390374187427906
84116;5012017939;2017;17000.0;;-0.0209;0.16902235228763035
92780;5012017939;2018;17000.0;;-0.0918;0.5823853101262038
101444;5012017939;2019;17000.0;;-0.003;0.5823882548202769
18958;5012020748;2008;1000000.0;;0.0735;0.3058463880716042
27622;5012020748;2009;1000000.0;;0.0113;0.3871680460780106
36286;5012020748;2010;1000000.0;;0.0061;0.4772537991056716
44950;5012020748;2011;1000000.0;;0.0119;0.16569444461999916
53614;5012020748;2012;1000000.0;;0.0317;0.3459857490492864
1630;5012020748;2013;1000000.0;;0.0033;0.26841392897300453
10294;5012020748;2014;1000000.0;;0.0013;0.43742271234183583
62279;5012020748;2015;1000000.0;;0.0049;0.48515675258395163
70943;5012020748;2016;1000000.0;;0.0013;0.4325242715568832
88271;5012020748;2018;1000000.0;;-0.3707;0.8467135349122927
96935;5012020748;2019;1000000.0;;-0.0761;0.9776909829437276
23663;5012021090;2008;25000.0;;-0.0022;0.02018114518793993
32327;5012021090;2009;25000.0;;-0.0027;0.24958588142144247
40991;5012021090;2010;25000.0;;0.0234;0.15616197593846967
49655;5012021090;2011;25000.0;;0.0127;0.03942783876913214
58319;5012021090;2012;25000.0;;0.1412;0.10797446028648909
6335;5012021090;2013;25000.0;;0.0686;0.20648592404185212
75646;5012021090;2016;25000.0;;0.0223;0.21171585958122688
84310;5012021090;2017;40197000.0;;0.0179;0.09198546848868412
92974;5012021090;2018;40197000.0;;0.0279;0.021107263442267304
21004;5012023690;2008;10000.0;;0.0031;0.9232446848367317
29668;5012023690;2009;10000.0;;0.0002;0.913006862676697
38332;5012023690;2010;10000.0;;0.041;0.4848096097120987
55660;5012023690;2012;;;0.0466;0.6953957912882509
72989;5012023690;2016;10000.0;;-0.0104;0.3638659209100633
23357;5012029902;2008;10000.0;;0.0354;0.126282585312355
32021;5012029902;2009;10000.0;;0.0148;0.23125652508526826
6029;5012029902;2013;10000.0;;0.1319;0.017339150840596045
14693;5012029902;2014;10000.0;;0.05;0.08390053424401445
66676;5012029902;2015;10000.0;;0.1399;0.20397071502146755
84004;5012029902;2017;80000000.0;;0.0261;0.049344889807310735
92668;5012029902;2018;80000000.0;;0.001;0.12070335304945216
101332;5012029902;2019;80000000.0;;0.0173;0.04905276429265862
18921;5012034540;2008;10000.0;;-0.0015;0.5257828063285163
27585;5012034540;2009;10000.0;;-0.0041;0.06455297146961579
36249;5012034540;2010;10000.0;;-0.0003;0.07232717827691436
44913;5012034540;2011;10000.0;;0.0671;0.5155753787391044
53577;5012034540;2012;10000.0;;0.0091;0.7559501299741322
1593;5012034540;2013;10000.0;;-0.0151;0.17185504749811928
10257;5012034540;2014;10000.0;;0.043;0.14240291837426927
62242;5012034540;2015;10000.0;;-0.0096;0.1368371545795978
70906;5012034540;2016;10000.0;;0.0296;0.31692923860833794
79570;5012034540;2017;10000.0;;0.0096;0.03474247547164355
88234;5012034540;2018;800000000.0;;0.1872;0.556668023997836
8409;5012048408;2013;10000.0;;0.0024;0.5222768655960567
17073;5012048408;2014;10000.0;;0.0007;0.08344641375501924
69057;5012048408;2015;10000.0;;0.0004;0.06957619586855344
71399;5012067545;2016;103010000.0;;-0.0091;0.02282867690111122
80063;5012067545;2017;103010000.0;;-0.0042;0.024253674007510894
88727;5012067545;2018;103010000.0;;-0.0015;0.020873311894017085
97391;5012067545;2019;103010000.0;;-0.0071;0.021026996315147973
17263;5012069207;2014;1000000.0;;0.0005;0.15609438739625828
77911;5012069207;2016;1000000.0;;0.0078;0.24819571312290856
86575;5012069207;2017;1000000.0;;0.0001;0.08881021168257063
95239;5012069207;2018;1000000.0;;0.0006;0.04533700109208547
103903;5012069207;2019;1000000.0;;-0.003;0.003455127945172148
6425;5012075539;2013;10000.0;;-0.0023;0.11102012166588676
15089;5012075539;2014;10000.0;;0.0;0.1086666616438253
67072;5012075539;2015;10000.0;;0.0009;0.5358869860476064
75736;5012075539;2016;10000.0;;0.0001;0.19823894012881726
84400;5012075539;2017;10000.0;;0.0004;0.07473628277824514
93064;5012075539;2018;80000000.0;;0.0019;0.14116643351921002
101728;5012075539;2019;80000000.0;;0.0001;0.2994191718966282
12510;5012077631;2014;20000.0;;0.0005;0.01305402583883483
64494;5012077631;2015;20000.0;;0.0001;0.06317306582817163
73158;5012077631;2016;20000.0;;0.0006;0.0726192009576991
81822;5012077631;2017;20000.0;;0.0001;0.022445131311344475
15857;5013043106;2014;860000.0;;0.0055;0.08077513813256737
43563;5013048898;2011;10000.0;;-0.1244;0.24990396927016645
52227;5013048898;2012;10000.0;;-0.0586;0.2617317163126722
243;5013048898;2013;10000.0;;-0.0474;0.1013122928138955
8907;5013048898;2014;10000.0;;-0.5013;0.06350914962325081
60891;5013048898;2015;10000000.0;;-0.0919;0.031306807497022505
69555;5013048898;2016;10000000.0;;-0.0333;0.472284029924798
86883;5013048898;2018;150000000.0;;0.0015;0.10379344450693619
95547;5013048898;2019;150000000.0;;-0.0209;0.02322037234877893
19762;5015005890;2008;2000000.0;;-0.0093;0.004709508926660102
28426;5015005890;2009;2000000.0;;0.0138;0.1808709030724043
37090;5015005890;2010;2000000.0;;-0.013;0.17214365652660493
45754;5015005890;2011;2000000.0;;-0.0639;0.11352573458076382
54418;5015005890;2012;2000000.0;;-0.0021;0.03544339797517083
2434;5015005890;2013;2000000.0;;0.0586;0.16391006502077998
11098;5015005890;2014;2000000.0;;0.1671;0.03566884285628357
63082;5015005890;2015;2000000.0;;-0.0017;0.06463022763471996
71746;5015005890;2016;2000000.0;;0.2347;0.1892637743065329
80410;5015005890;2017;2000000.0;;0.0422;0.0520858404321219
89074;5015005890;2018;2000000.0;;-0.0121;0.05827042219327609
97738;5015005890;2019;2000000.0;;0.0184;0.028633528100036696
25625;5015008347;2008;3000000.0;;-0.0069;0.49945919332071015
34289;5015008347;2009;5000000.0;;-0.0296;0.5188211196433137
60281;5015008347;2012;5000000.0;;0.0005;0.14181202584491132
8297;5015008347;2013;5000000.0;;0.0005;0.08793986439171099
16961;5015008347;2014;5000000.0;;0.0008;0.061144127082832796
68945;5015008347;2015;5000000.0;;-0.0004;0.07284872197626395
86273;5015008347;2017;5000000.0;;-0.1635;0.21007397942292455
94937;5015008347;2018;5000000.0;;-0.6581;0.48475849849922326
103601;5015008347;2019;5000000.0;;-0.0807;0.47136974427817824
85046;5015009439;2017;10000.0;;0.0002;0.9409472300018785
93710;5015009439;2018;85000000.0;;0.0014;0.10686604870432169
102374;5015009439;2019;85000000.0;;0.0002;0.13475604119932455
16315;5015276177;2014;10000.0;;0.0101;0.26294175583860574
68299;5015276177;2015;10000.0;;0.0008;0.22133107745367583
76963;5015276177;2016;;;0.0012;0.2903122554947009
85627;5015276177;2017;10000.0;;-0.2593;0.04518136481820894
94291;5015276177;2018;80000000.0;;-0.0965;0.08011565695471862
102453;5015283505;2019;10000.0;;0.0001;0.07390729083275888
94681;5016001440;2018;11000.0;;0.0014;0.019630996309963098
62891;5016009777;2015;10000.0;;0.0002;0.4350271362608053
80219;5016009777;2017;10000.0;;0.0025;0.49835306534117507
88883;5016009777;2018;10000.0;;-0.0017;0.292890599525207
97547;5016009777;2019;10000.0;;-0.0187;0.3394601761992695
22027;5016011487;2008;10000.0;;0.003;0.2793563958165728
30691;5016011487;2009;10000.0;;0.0021;0.04562677283114084
39355;5016011487;2010;10000.0;;0.0061;0.23472891525833256
48019;5016011487;2011;10000.0;;0.0104;0.14022512614827273
56683;5016011487;2012;10000.0;;0.0083;0.0939421744731533
4699;5016011487;2013;10000.0;;0.0012;0.20780725901150707
13363;5016011487;2014;10000.0;;0.001;0.3043688408871209
65348;5016011487;2015;40000.0;;0.0017;0.31514178705189944
74012;5016011487;2016;40000.0;;0.0016;0.25200774830001127
82676;5016011487;2017;40000.0;;0.0008;0.10175453899737068
60350;5016017256;2012;100000.0;;0.0006;0.5406044920198175
17030;5016017256;2014;100000.0;;0.0042;0.10011501062977032
69014;5016017256;2015;100000.0;;0.0003;0.48689626013252385
77678;5016017256;2016;100000.0;;0.0027;0.0075576138224296785
86342;5016017256;2017;100000.0;;0.0003;0.488372656559211
95006;5016017256;2018;8783000.0;;0.0001;0.586632870958323
6318;5016018436;2013;;;-0.0282;0.33473996318701604
75630;5016018436;2016;14315000.0;;0.0025;0.131802974858778
84294;5016018436;2017;14315000.0;;-0.0504;0.152589651541867
92958;5016018436;2018;14315000.0;;-0.1684;0.09392707352764086
101622;5016018436;2019;14315000.0;;-0.0123;0.08581765642507519
35178;5017034504;2010;10000.0;;0.0801;0.10985393135864661
43842;5017034504;2011;10000.0;;0.0804;0.02011374828495141
52506;5017034504;2012;10000.0;;0.0421;0.0013127488690337296
522;5017034504;2013;10000.0;;0.0955;0.00429362335504296
9186;5017034504;2014;10000.0;;0.1408;0.1276031727306163
61170;5017034504;2015;10000.0;;0.0873;0.08044204296181787
69834;5017034504;2016;10000.0;;0.1533;0.16820177353172278
78498;5017034504;2017;10000.0;;0.0214;0.038905078036560695
87162;5017034504;2018;10000.0;;0.0098;0.08278698973000348
95826;5017034504;2019;10000.0;;0.0047;0.1042523452409752
19905;5017046154;2008;10000.0;;-0.0124;0.00019290123456790122
2577;5017046154;2013;10000.0;;0.0086;0.14800460531126683
11241;5017046154;2014;10000.0;;0.0013;0.059625872721704956
97881;5017046154;2019;10000.0;;0.0003;0.12439129389532771
54086;5017066513;2012;10000.0;;-0.0099;0.22890467575637236
2102;5017066513;2013;10000.0;;-0.0236;0.1896030899171914
10766;5017066513;2014;10000.0;;0.0657;0.2815476685229823
62751;5017066513;2015;10000.0;;0.0628;0.3290638034466241
71415;5017066513;2016;10000.0;;0.0253;0.09124086227025627
80079;5017066513;2017;150010000.0;;0.0651;0.04475287919656204
88743;5017066513;2018;150010000.0;;0.0738;0.05563367656004436
97407;5017066513;2019;150010000.0;;0.0519;0.029649848370542346
27515;5017068831;2009;44440000.0;;-0.0602;0.00925401733223011
1523;5017068831;2013;44440000.0;;0.0549;0.1268776725996857
10187;5017068831;2014;;;-1.194;0.37998562702120015
62172;5017068831;2015;;;-0.1191;0.35124971071511224
70836;5017068831;2016;;;0.1272;0.25418965869609644
79500;5017068831;2017;44440000.0;;0.003;0.005413900421356136
88164;5017068831;2018;44440000.0;;0.0022;0.23865068159772443
96828;5017068831;2019;44440000.0;;-0.0005;0.215205947543406
1965;5017072235;2013;;;-0.3648;0.7341772151898734
10629;5017072235;2014;;;-1.3689;0.3878787878787879
62614;5017072235;2015;10000.0;;-0.1765;0.6222094038413569
71278;5017072235;2016;10000.0;;-0.1798;0.1964560239501578
79942;5017072235;2017;235910000.0;;-0.0062;0.4122445502273623
88606;5017072235;2018;241510000.0;;-0.0097;0.41399582578771
97270;5017072235;2019;241510000.0;;0.0014;0.21180793765420955
65875;5017094542;2015;100000.0;;-0.0028;0.12282653257226735
3540;5017095271;2013;169642000.0;;-0.0002;0.004723247174341894
12204;5017095271;2014;169642000.0;;-0.2175;0.6335257756668455
64189;5017095271;2015;10953000.0;;-0.001;0.7111527005108936
81517;5017095271;2017;10953000.0;;-0.0361;0.09005274862728076
90181;5017095271;2018;10953000.0;;-0.0733;0.03583598091993582
98845;5017095271;2019;10953000.0;;0.0007;0.01879761667619755
101735;5017098674;2019;1600010000.0;;-0.0129;0.002800211624558374
22311;5018033937;2008;1123734000.0;;0.0034;0.12349346253767852
30975;5018033937;2009;1123734000.0;;0.006;0.174352968295649
39639;5018033937;2010;1123734000.0;;0.0183;0.29208237547835547
48303;5018033937;2011;1123734000.0;;0.0397;0.36417006613112785
56967;5018033937;2012;1123734000.0;;0.0163;0.3724030073466904
4983;5018033937;2013;1123734000.0;;0.0067;0.4040833664497283
13647;5018033937;2014;1123734000.0;;-0.0134;0.39188672629407245
65630;5018033937;2015;1123734000.0;;0.0069;0.12011266945552276
74294;5018033937;2016;1123734000.0;;-0.0866;0.06883496100115366
82958;5018033937;2017;1123734000.0;;0.0113;0.015010190357312924
91622;5018033937;2018;1123734000.0;;-0.0191;0.03915293908755882
100286;5018033937;2019;1179837000.0;;0.0004;0.09481093860713327
21450;5018092940;2008;10000.0;;0.003;0.23283175910897944
30114;5018092940;2009;10000.0;;0.1593;0.24508252851306997
38778;5018092940;2010;10000.0;;0.0024;0.8464398033647828
47442;5018092940;2011;10000.0;;0.0048;0.00926689158595965
56106;5018092940;2012;10000.0;;0.0037;0.00475523417369487
4122;5018092940;2013;10000.0;;0.0003;0.007140541705298957
12786;5018092940;2014;10000.0;;0.0013;0.004383378465034094
64770;5018092940;2015;10000.0;;0.0001;0.006837332702306428
73434;5018092940;2016;10000.0;;0.0001;0.09619139260120524
82098;5018092940;2017;10000.0;;0.0006;0.22527501680558606
90762;5018092940;2018;10000.0;;-0.01;0.004640808399031293
99426;5018092940;2019;10000.0;;-0.0642;0.02743186779358842
18514;5018093615;2008;10000.0;;0.0016;0.49859284411763494
27178;5018093615;2009;10000.0;;0.0003;0.4348795548676403
35842;5018093615;2010;10000.0;;0.0005;0.18056475950559586
44506;5018093615;2011;10000.0;;0.0003;0.6282944041481993
53170;5018093615;2012;10000.0;;0.0006;0.03731527756168562
1186;5018093615;2013;10000.0;;0.0005;0.46445175696160107
9850;5018093615;2014;10000.0;;0.0003;0.39877779801560026
61835;5018093615;2015;10000.0;;0.0003;0.572119540489531
70499;5018093615;2016;10000.0;;0.0003;0.39692569296860974
79163;5018093615;2017;10000.0;;0.0006;0.42477356165397323
87827;5018093615;2018;10000.0;;0.0001;0.16945043441850727
24403;5018094136;2008;10000.0;;-0.0726;0.5662382600098863
33067;5018094136;2009;10000.0;;-0.0811;0.4241404033791577
41731;5018094136;2010;10000.0;;-0.0653;0.4427923462797753
50395;5018094136;2011;10000.0;;-0.0672;0.4027067926790966
59059;5018094136;2012;10000.0;;-0.0705;0.504902610308732
7075;5018094136;2013;10000.0;;-0.0002;0.4728301285456284
15739;5018094136;2014;10000.0;;-0.0029;0.29521185533918254
67722;5018094136;2015;10000.0;;-0.0061;0.37779988293506733
76386;5018094136;2016;10000.0;;-0.005;0.33954871990435354
85050;5018094136;2017;10000.0;;-0.0047;0.4463872924004589
93714;5018094136;2018;10000.0;;0.0001;0.4144009571503285
102378;5018094136;2019;10000.0;;-0.0044;0.686894496169207
22437;5018095108;2008;20000.0;2016-12-23;0.0246;0.05657865542489461
39765;5018095108;2010;20000.0;2016-12-23;0.0023;0.05103589235390666
48429;5018095108;2011;20000.0;2016-12-23;0.0013;0.6958056183708806
57093;5018095108;2012;;2016-12-23;0.0001;0.13029292371023996
13773;5018095108;2014;20000.0;2016-12-23;-0.1113;0.13872157910580696
65756;5018095108;2015;20000.0;2016-12-23;0.2596;0.151903113325651
47613;5018099342;2011;10000.0;;0.0037;0.6639273886912793
12957;5018099342;2014;10000.0;;0.0;0.1774264643666103
73606;5018099342;2016;10000.0;;0.0004;0.024411029291375508
82270;5018099342;2017;10000.0;;0.0001;0.09406418955502187
90934;5018099342;2018;10000.0;;0.0001;0.047350137510127885
13767;5018114216;2014;1000000.0;;0.0105;0.21013639051738991
65750;5018114216;2015;1000000.0;;0.0002;0.07260186991643786
74414;5018114216;2016;1000000.0;;0.0001;0.13396092152781747
83078;5018114216;2017;1000000.0;;-0.0131;0.18152950275696758
91742;5018114216;2018;1000000.0;;-0.0051;0.011736737394986685
100406;5018114216;2019;1000000.0;;-0.0028;0.1287300005015548
101308;5018159714;2019;10000.0;;0.0001;0.0011244671926584427
10104;5018161287;2014;500000.0;;-0.0026;0.5904546191142312
62089;5018161287;2015;500000.0;;-0.0027;0.07331586114332007
70753;5018161287;2016;500000.0;;0.0013;0.03974420087462278
79417;5018161287;2017;500000.0;;0.0139;0.663886274594903
88081;5018161287;2018;500000.0;;0.0506;0.35238661137642724
96745;5018161287;2019;500000.0;;-0.0137;0.15583325623061875
25381;5020001820;2008;500000.0;;-0.0159;0.0991472360876403
34045;5020001820;2009;500000.0;;-0.0091;0.30976522517911975
42709;5020001820;2010;500000.0;;-0.0236;0.20543090040874384
51373;5020001820;2011;500000.0;;-0.0087;0.008175067991799708
60037;5020001820;2012;500000.0;;0.0063;0.02560433286213845
8053;5020001820;2013;500000.0;;0.0781;0.05979585023334446
16717;5020001820;2014;500000.0;;0.0992;0.006694055219715765
68701;5020001820;2015;;;0.0207;0.6349900817559927
77365;5020001820;2016;;;0.0181;0.5241674548260242
86029;5020001820;2017;4000000.0;;0.0032;0.01693089585071683
94693;5020001820;2018;4000000.0;;0.0022;0.008482357261914852
103357;5020001820;2019;4000000.0;;0.0024;0.015378718919177886
6122;5020004059;2013;10000.0;;0.3818;0.02870563674321503
14786;5020004059;2014;10000.0;;0.3116;0.18956043956043955
66769;5020004059;2015;10000.0;;-0.1753;0.840208932949579
75433;5020004059;2016;10000.0;;0.2461;0.6305294366793731
84097;5020004059;2017;10000000.0;;0.005;0.46665461121157326
92761;5020004059;2018;10000000.0;;0.0003;0.6098229045583071
101425;5020004059;2019;10000000.0;;0.0005;0.05815920985322473
52876;5020045538;2012;10000.0;;0.0004;0.49305169538632576
892;5020045538;2013;10000.0;;0.0001;0.2204351161771153
8768;5020055134;2014;20000.0;;0.0;0.05670559229876062
60752;5020055134;2015;20000.0;;-0.0001;0.016542606377069214
86744;5020055134;2018;20000.0;;-0.0167;0.0017209692178740878
5658;5020070742;2013;10000.0;;-0.0226;0.3343694176491604
66305;5020070742;2015;10000.0;;0.0067;0.10742645810009394
74969;5020070742;2016;10000.0;;-0.0081;0.17472056486282275
83633;5020070742;2017;81424000.0;;-0.0355;0.0890478861711173
92297;5020070742;2018;81424000.0;;-0.0003;0.009179484621706781
100961;5020070742;2019;81424000.0;;-0.3992;0.3958470163257647
24880;5021008070;2008;10000.0;;0.0055;0.33834956936493676
33544;5021008070;2009;10000.0;;0.0049;0.037501087363419824
42208;5021008070;2010;10000.0;;0.0014;0.3794770770489064
50872;5021008070;2011;50000.0;;0.0032;0.12279010476835438
59536;5021008070;2012;50000.0;;0.0023;0.024130646433388078
7552;5021008070;2013;50000.0;;0.006;0.051043656379642886
16216;5021008070;2014;50000.0;;0.0043;0.06605124381756615
68200;5021008070;2015;50000.0;;0.0017;0.05852610272681753
76864;5021008070;2016;50000.0;;0.0003;0.00637923645277973
36638;5021013320;2010;374000.0;;0.0019;0.052842790361794685
45302;5021013320;2011;374000.0;;0.0011;0.017390786155851462
53966;5021013320;2012;374000.0;;0.0011;0.03364111915086293
1982;5021013320;2013;374000.0;;0.0017;0.06744650703586307
10646;5021013320;2014;374000.0;;0.0017;0.020582171416664935
62631;5021013320;2015;374000.0;;-0.0086;0.03306097195072602
71295;5021013320;2016;374000.0;;-0.0109;0.03361876624825965
25004;5021014170;2008;10000.0;;-0.021;0.009400295935242406
33668;5021014170;2009;10000.0;;-0.1617;0.16756617836031867
42332;5021014170;2010;10000.0;;-0.0962;0.018056638087815016
50996;5021014170;2011;10000.0;;-0.0433;0.0006891510911558943
59660;5021014170;2012;;;0.8617;0.06978488708536647
7676;5021014170;2013;;;0.515;0.0037510356775214042
16340;5021014170;2014;;;-0.0227;0.022200630430116032
68324;5021014170;2015;;;-0.0368;0.028594723661988238
76988;5021014170;2016;10000.0;;-0.0267;0.04963245661860089
85652;5021014170;2017;10000.0;;-0.0529;0.015812222806885663
94316;5021014170;2018;10000.0;;-0.0229;0.0993211604363408
102980;5021014170;2019;10000.0;;-0.0008;0.03533489103338053
61415;5021020279;2015;10000.0;2017-07-13;0.0008;0.0017234310311859372
70079;5021020279;2016;10000.0;2017-07-13;0.0024;0.2256171401956218
12733;5021020543;2014;300000.0;;0.0098;0.3337287313116686
73381;5021020543;2016;300000.0;;-0.0458;0.4246297743577412
90709;5021020543;2018;300000.0;;-0.0213;0.5739487704085413
99373;5021020543;2019;300000.0;;-0.0169;0.4052975292853538
20182;5022028545;2008;10000.0;;-0.0043;0.3729287398941418
28846;5022028545;2009;10000.0;;0.0003;0.7324619240904773
37510;5022028545;2010;10000.0;;0.0017;0.7947088740168972
46174;5022028545;2011;10000.0;;0.0008;0.08494630854510886
54838;5022028545;2012;10000.0;;-0.0066;0.2156447079628174
2854;5022028545;2013;10000.0;;-0.005;0.08948274875663605
11518;5022028545;2014;10000.0;;0.0103;0.14587226056121644
63502;5022028545;2015;10000.0;;-0.0005;0.032437845287081976
72166;5022028545;2016;10000.0;;-0.0298;0.015107666178313764
80830;5022028545;2017;40000000.0;;-0.0108;0.005440951315895889
89494;5022028545;2018;40000000.0;;-0.0112;0.01539817842825402
98158;5022028545;2019;40000000.0;;-0.0046;0.11147310536337214
22310;5022032781;2008;10000.0;;0.021;0.2141920434823855
30974;5022032781;2009;10000.0;;0.0356;0.31269563608390316
39638;5022032781;2010;10000.0;;0.0047;0.23287502975915178
48302;5022032781;2011;10000.0;;0.0071;0.08461194528238883
56966;5022032781;2012;10000.0;;0.0446;0.22192798787465706
